Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Water,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Vitamins.Vitamin B12,Result
Fruit juice drink,"Fruit juice drink, citrus, carbonated",92432000,3,6.88,0,0.2,0.46,92.06,8,13,121,0,No
Fruit juice drink,"Fruit juice drink, noncitrus, carbonated",92433000,0,8.35,0,0.1,0.23,91.19,6,8,58,0,Yes
Fruit juice drink,Fruit juice drink,92510610,0,2.5,0,0,0,97.49,0,0,0,0,No
Tamarind drink,Tamarind drink,92510650,0,27.67,0,1.2,0.64,70.82,22,26,144,0,No
Fruit punch,"Fruit punch, made with fruit juice and soda",92510720,0,10.82,0,0.1,0.18,88.8,6,4,66,0,Yes
Fruit punch,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream",92510730,0,14.85,0,0.4,0.31,84.25,6,11,62,0.02,Yes
Lemonade,"Lemonade, fruit juice drink",92510955,0,12.08,0,0,0,87.9,2,1,10,0,No
Lemonade,"Lemonade, fruit flavored drink",92510960,0,6.55,0,0,0,93.25,12,7,3,0,No
Lemonade,"Lemonade, frozen concentrate, not reconstituted",92511000,0,49.89,0,0.3,0.22,49.06,7,7,72,0,Yes
Fruit flavored drink,Fruit flavored drink,92511015,0,16.03,0,0,0,83.87,1,0,31,0,Yes
Fruit juice beverage,"Fruit juice beverage, 40-50% juice, citrus",92511250,2,11.4,0,0.1,0.34,87.84,6,10,111,0,No
Frozen daiquiri mix,"Frozen daiquiri mix, frozen concentrate, not reconstituted",92512040,0,71.6,0,0,0.08,28.24,1,2,23,0,Yes
Frozen daiquiri mix,"Frozen daiquiri mix, from frozen concentrate, reconstituted",92512050,0,16.37,0,0,0.02,83.52,1,0,5,0,Yes
Pina Colada,"Pina Colada, nonalcoholic",92512090,0,25.64,0,0.2,0.47,70.83,12,10,116,0,Yes
Margarita mix,"Margarita mix, nonalcoholic",92512110,0,21.4,0,0,0.1,78.2,1,6,28,0,Yes
Slush frozen drink,Slush frozen drink,92513000,0,7.68,0,0,0,92.19,1,0,0,0,No
Slush frozen drink,"Slush frozen drink, no sugar added",92513010,0,3.11,0,0,0,96.78,1,0,1,0,No
Fruit flavored drink,"Fruit flavored drink, with high vitamin C",92530410,0,6.67,0,0,0,93.2,1,0,31,0,No
Cranberry juice drink,"Cranberry juice drink, with high vitamin C",92530510,0,13.52,0,0,0,86.17,1,1,14,0,Yes
Fruit juice drink,"Fruit juice drink, with high vitamin C",92530610,0,11.35,0,0.1,0.13,88.1,5,7,122,0,No
Vegetable and fruit juice drink,"Vegetable and fruit juice drink, with high vitamin C",92530950,144,7.47,0,0,0.04,92.34,1,2,19,0,No
Fruit juice drink (Sunny D),Fruit juice drink (Sunny D),92531030,0,13.16,0,0.1,0.13,86.39,5,7,122,0,Yes
Fruit flavored drink,"Fruit flavored drink, powdered, reconstituted",92541010,0,6.55,0,0,0,93.25,12,7,3,0,Yes
Fruit flavored drink,"Fruit flavored drink, with high vitamin C, powdered, reconstituted",92542000,0,10.45,0,0,0,89.36,1,16,20,0,No
Fruit juice drink,"Fruit juice drink, with high vitamin C, light",92550030,0,4.7,0,0.1,0.1,95.2,3,1,45,0,No
Fruit juice drink,"Fruit juice drink, light",92550035,0,10,0,0,0,87.58,2,1,11,0,Yes
Fruit juice drink,"Fruit juice drink, diet",92550040,0,0.47,0,0,0,99.37,1,7,4,0,Yes
Cranberry juice drink,"Cranberry juice drink, with high vitamin C, light",92550110,0,4.7,0,0.1,0.1,95.2,3,1,45,0,No
Grape juice drink,"Grape juice drink, light",92550200,0,5.17,0,0.1,0.13,94.51,4,5,36,0,Yes
Orange juice beverage,"Orange juice beverage, 40-50% juice, light",92550350,2,5.42,0,0,0.21,94.19,10,4,188,0,Yes
Apple juice beverage,"Apple juice beverage, 40-50% juice, light",92550360,0,5.1,0,0,0,94.84,5,9,51,0,Yes
Lemonade,"Lemonade, fruit juice drink, light",92550370,0,5,0,0,0,94.98,2,1,10,0,Yes
Pomegranate juice beverage,"Pomegranate juice beverage, 40-50% juice, light",92550380,0,13.13,0,0.1,0.15,85.95,7,11,214,0,No
Vegetable and fruit juice drink,"Vegetable and fruit juice drink, with high vitamin C, diet",92550400,3,1.1,0,0,0,98.78,1,1,24,0,No
Vegetable and fruit juice drink,"Vegetable and fruit juice drink, with high vitamin C, light",92550405,3,1.1,0,0,0,98.78,1,1,24,0,No
Fruit flavored drink,"Fruit flavored drink, with high vitamin C, diet",92550610,0,0.87,0,0,0,98.92,1,12,5,0,Yes
Fruit flavored drink,"Fruit flavored drink, diet",92550620,0,1.45,0,0,0.01,98.27,1,21,8,0,No
Fruit flavored drink,"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet",92552000,0,0.87,0,0,0,98.92,1,12,5,0,No
Fruit flavored drink,"Fruit flavored drink, powdered, reconstituted, diet",92552010,0,0.73,0,0,0,99.08,1,10,4,0,Yes
Fruit juice drink,"Fruit juice drink, reduced sugar (Sunny D)",92552020,0,0.95,0,0,0,98.87,4,5,26,0,Yes
Fruit juice drink (Capri Sun),Fruit juice drink (Capri Sun),92552030,0,10,0,0,0,87.58,2,1,11,0,No
Fruit juice drink,"Fruit juice drink, with high vitamin C, plus added calcium",92582100,0,12.5,0,0,0,87.49,0,0,0,0,No
Fruit juice drink,"Fruit juice drink, added calcium (Sunny D)",92582110,0,13.2,0,0.1,0,85.4,5,7,83,0,Yes
Horchata beverage,"Horchata beverage, made with water",92610020,0,20.45,0,0.5,1.09,78.13,5,18,20,0,No
Horchata beverage,"Horchata beverage, made with milk",92610030,0,19.66,2,0.4,1.42,78.01,6,31,41,0.09,Yes
Oatmeal beverage with water,Oatmeal beverage with water,92611010,0,10.61,0,0.2,0.25,88.86,4,8,7,0,Yes
Oatmeal beverage with milk,Oatmeal beverage with milk,92611100,0,15.49,5,0.2,1.74,80.76,9,53,74,0.22,Yes
Sugar cane beverage,Sugar cane beverage,92612010,0,20.17,0,0,0,79.65,3,3,11,0,Yes
Cornmeal beverage,Cornmeal beverage,92613010,0,16.3,5,0.2,1.7,80.05,9,51,74,0.22,No
Cornmeal beverage with chocolate milk,Cornmeal beverage with chocolate milk,92613510,0,20.88,5,0.4,1.94,74.25,14,60,97,0.19,No
Wine,"Wine, nonalcoholic",92801000,0,1.1,0,0,0.5,98.2,10,15,88,0,No
Wine,"Wine, light, nonalcoholic",92802000,0,1.1,0,0,0.5,98.2,10,15,88,0,Yes
Nonalcoholic malt beverage,Nonalcoholic malt beverage,92803000,0,8.05,0,0,0.21,91.15,7,16,8,0.02,No
Shirley Temple,Shirley Temple,92804000,0,14.17,0,0.1,0,85.75,1,0,4,0,No
Fruit flavored drink,"Fruit flavored drink, with high vitamin C, powdered, not reconstituted",92900100,0,98.94,0,0.4,0,0.14,0,151,190,0,Yes
Fruit flavored drink,"Fruit flavored drink, powdered, not reconstituted",92900110,0,97.9,0,0,0,0.52,165,99,39,0,Yes
Fruit flavored drink,"Fruit flavored drink, powdered, not reconstituted, diet",92900200,0,87.38,0,0.1,0.45,1.84,3,1239,498,0,No
Sports drink,"Sports drink, dry concentrate, not reconstituted",92900300,0,97.9,0,0,0,0.52,165,99,39,0,No
Beer,Beer,93101000,0,3.55,0,0,0.46,91.96,6,14,27,0.02,Yes
Beer,"Beer, light",93102000,0,1.64,0,0,0.24,94.88,5,12,21,0.02,Yes
Beer,"Beer, low carb",93102100,0,0.73,0,0,0.17,95.4,4,8,17,0,No
Beer,"Beer, light, higher alcohol",93102200,0,0.77,0,0,0.25,92.88,5,12,21,0.02,Yes
Beer,"Beer, higher alcohol",93102300,0,0.27,0,0,0.9,91,12,32,62,0.02,Yes
Alcoholic malt beverage,"Alcoholic malt beverage, sweetened",93106000,0,10.07,0,0,0,85.74,4,7,27,0.01,Yes
Alcoholic malt beverage,"Alcoholic malt beverage, higher alcohol, sweetened",93106010,0,8.86,0,0,0,83.44,4,7,24,0.01,Yes
Alcoholic malt beverage,Alcoholic malt beverage,93106100,0,0.27,0,0,0.9,91,12,32,62,0.02,No
Hard cider,Hard cider,93106500,0,5.92,0,0,0,89,3,6,54,0,No
Cordial or liqueur,Cordial or liqueur,93201000,0,41.6,0,0,0,28.3,0,0,0,0,No
Cordial or liqueur,"Cordial or liqueur, coffee flavored",93202000,0,46.8,0,0,0.1,31,3,6,30,0,Yes
Cocktail,"Cocktail, NFS",93301000,0,7.8,0,0,0,83.73,0,8,4,0,No
Alexander,Alexander,93301010,0,18.94,11,0,1.05,57.77,4,34,55,0.06,No
Bacardi cocktail,Bacardi cocktail,93301020,0,16.11,0,0,0.08,75.33,1,6,22,0,Yes
Bloody Mary,Bloody Mary,93301030,1,3.24,0,0.4,0.66,87.21,9,17,180,0,Yes
Canadian Club and soda,Canadian Club and soda,93301031,0,0,0,0,0,91.46,1,1,2,0,No
Cape Cod,Cape Cod,93301032,0,10.18,0,0,0,81.33,1,2,11,0,No
Daiquiri,Daiquiri,93301040,0,15.64,0,0.1,0.09,75.9,2,6,28,0,Yes
Gelatin shot,"Gelatin shot, alcoholic",93301045,0,2.8,0,0,0.24,83.85,1,6,1,0,Yes
Gimlet,Gimlet,93301050,0,5.08,0,0.1,0.1,70.15,2,6,29,0,No
Gin and Tonic,Gin and Tonic,93301060,0,6.57,0,0,0,84.89,0,1,1,0,Yes
Grasshopper,Grasshopper,93301070,0,32.07,11,0,0.99,45.19,4,31,51,0.06,Yes
Greyhound,Greyhound,93301075,2,5.71,1,0.2,0.41,84.89,7,14,107,0,Yes
High ball,High ball,93301080,0,0,0,0,0,91.46,1,1,2,0,Yes
Jagerbomb,Jagerbomb,93301083,0,18.07,0,0,0.34,73.99,14,0,2,1.48,No
Kamikaze,Kamikaze,93301085,0,8.27,0,0.1,0.06,66.9,2,5,20,0,No
Manhattan,Manhattan,93301090,0,1.82,0,0,0.03,67.12,1,5,14,0,No
Margarita,Margarita,93301100,0,16.06,0,0,0.08,75.08,1,5,22,0,Yes
Martini,Martini,93301110,0,0.15,0,0,0.07,70.8,1,5,13,0,No
Martini,"Martini, flavored",93301111,0,6.66,0,0.1,0.09,69.27,2,6,27,0,No
Mimosa,Mimosa,93301115,4,7.14,0,0.2,0.38,87.04,11,23,126,0,Yes
Mint julep,Mint julep,93301120,0,5.75,0,0,0,70.47,0,3,1,0,Yes
Mojito,Mojito,93301125,1,2.45,0,0.2,0.09,89.76,2,3,19,0,No
Old fashioned,Old fashioned,93301130,2,6.11,0,0.5,0.16,73.34,2,5,32,0,No
Orange Blossom,Orange Blossom,93301132,6,10.26,0,0.2,0.5,80.64,8,21,132,0,Yes
Rob Roy,Rob Roy,93301135,0,3.6,0,0,0.05,67.63,2,5,26,0,Yes
Rusty Nail,Rusty Nail,93301136,0,10.95,0,0,0,56.52,0,3,1,0,No
Salty Dog,Salty Dog,93301139,1,5.68,1,0.2,0.41,84.34,7,14,106,0,Yes
Screwdriver,Screwdriver,93301140,6,8.62,0,0.2,0.51,82.12,8,22,134,0,Yes
Seabreeze,Seabreeze,93301141,1,7.94,0,0.1,0.21,83.11,4,8,59,0,Yes
Seven and Seven,Seven and Seven,93301142,0,7.63,0,0,0.04,84.05,1,1,1,0,Yes
Tom Collins,Tom Collins,93301150,0,16.11,0,0,0.08,75.33,1,6,22,0,No
Whiskey sour,Whiskey sour,93301160,0,16.11,0,0,0.08,75.33,1,6,22,0,No
Whiskey and soda,Whiskey and soda,93301170,0,0,0,0,0,91.46,1,1,2,0,No
Whiskey and water,Whiskey and water,93301181,0,0,0,0,0,91.38,1,1,1,0,Yes
Whiskey and cola,Whiskey and cola,93301182,0,7.8,0,0,0,83.73,0,8,4,0,No
Whiskey and diet cola,Whiskey and diet cola,93301183,0,0.22,0,0,0.08,91.19,1,8,6,0,No
Whiskey and ginger ale,Whiskey and ginger ale,93301184,0,6.59,0,0,0,85.14,1,1,1,0,Yes
Rum and cola,Rum and cola,93301190,0,7.8,0,0,0,83.73,0,8,4,0,Yes
Rum and diet cola,Rum and diet cola,93301191,0,0.22,0,0,0.08,91.19,1,8,6,0,No
Pina Colada,Pina Colada,93301200,0,19.48,0,0.1,0.36,69.95,9,8,90,0,No
Brandy and cola,Brandy and cola,93301205,0,7.8,0,0,0,83.73,0,8,4,0,Yes
Vodka and soda,Vodka and soda,93301211,0,0,0,0,0,91.46,1,1,2,0,No
Vodka and lemonade,Vodka and lemonade,93301213,0,9.02,0,0,0,82.5,1,2,8,0,Yes
Vodka and cola,Vodka and cola,93301214,0,7.8,0,0,0,83.73,0,8,4,0,Yes
Vodka and diet cola,Vodka and diet cola,93301215,0,0.22,0,0,0.08,91.19,1,8,6,0,Yes
Vodka and energy drink,Vodka and energy drink,93301216,0,7.7,0,0,0.35,83.62,14,1,3,1.48,Yes
Vodka and water,Vodka and water,93301217,0,0,0,0,0,91.38,1,1,1,0,No
Vodka and tonic,Vodka and tonic,93301218,0,6.57,0,0,0,84.89,0,1,1,0,No
Sloe gin fizz,Sloe gin fizz,93301230,0,2.22,0,0,0.03,89.36,1,2,9,0,No
Black Russian,Black Russian,93301240,0,21.21,0,0,0.04,50.47,1,5,15,0,Yes
White Russian,White Russian,93301250,0,11.17,24,0,2.15,69.87,7,66,96,0.13,No
Fruit punch,"Fruit punch, alcoholic",93301270,0,8.14,0,0.1,0.14,83.31,5,4,50,0,No
Champagne punch,Champagne punch,93301275,0,12.22,0,0.1,0.16,75.94,8,11,83,0,Yes
Singapore Sling,Singapore Sling,93301280,0,7.79,0,0.2,0.12,81.92,2,3,31,0,Yes
Stinger,Stinger,93301290,0,11.89,0,0,0,55.66,0,3,1,0,No
Mai Tai,Mai Tai,93301310,0,17.17,0,0.1,0.18,69.75,6,6,69,0,No
Tequila Sunrise,Tequila Sunrise,93301320,5,13.47,0,0.2,0.46,77.47,8,20,122,0,Yes
Gin Rickey,Gin Rickey,93301330,0,0.47,0,0,0.02,90.96,1,2,7,0,Yes
Golden Cadillac,Golden Cadillac,93301340,0,21.76,44,0,2.14,48.76,3,48,50,0.08,No
Long Island iced tea,Long Island iced tea,93301360,0,8.66,0,0,0.01,80.74,0,7,7,0,Yes
Fuzzy Navel,Fuzzy Navel,93301370,6,19.3,0,0.2,0.5,71.88,8,20,132,0,Yes
Irish Coffee,Irish Coffee,93301400,0,2.03,7,0,0.27,86.63,2,7,39,0.01,Yes
Liqueur with cream,Liqueur with cream,93301450,0,20.9,58,0,2.8,46.5,2,50,32,0.08,Yes
Frozen daiquiri,Frozen daiquiri,93301500,0,17.65,0,0,0.07,73.98,1,6,21,0,No
Frozen margarita,Frozen margarita,93301510,0,16.06,0,0,0.08,75.08,1,5,22,0,No
Eggnog,"Eggnog, alcoholic",93301550,0,6.62,49,0,3.74,79.72,16,90,136,0.37,No
Gin fizz,Gin fizz,93301600,0,2.22,0,0,0.03,89.36,1,2,9,0,Yes
Rum,"Rum, hot buttered",93302000,0,4.95,11,0.1,0.08,75.85,2,4,11,0.01,No
Zombie,Zombie,93302100,1,9.25,0,0.1,0.15,81.79,5,6,61,0,No
Wine,"Wine, table, red",93401010,0,2.61,0,0,0.07,86.49,12,23,127,0,Yes
Wine,"Wine, table, white",93401020,0,2.6,0,0,0.07,86.86,10,18,71,0,Yes
Wine,"Wine, table, rose",93401030,0,3.8,0,0,0.36,86.4,10,18,59,0.01,No
Wine,"Wine, rice",93401100,0,5,0,0,0.5,78.4,6,6,25,0,No
Wine,"Wine, dessert, sweet",93402000,0,13.69,0,0,0.2,70.51,9,9,92,0,Yes
Wine,"Wine, light",93403000,0,1.17,0,0,0.07,92.23,10,15,88,0,Yes
Wine cooler,Wine cooler,93404000,0,10.07,0,0,0,85.74,4,7,27,0.01,No
Sangria,"Sangria, red",93404550,0,8.26,0,0,0.04,82.41,7,12,68,0,Yes
Sangria,"Sangria, white",93404560,0,8.26,0,0,0.04,82.6,6,9,39,0,Yes
Wine spritzer,Wine spritzer,93405000,0,1.62,0,0,0.04,91.96,7,12,60,0,Yes
Glug,Glug,93406000,0,6.24,0,0.1,0.1,83.19,12,23,125,0,Yes
Brandy,Brandy,93501000,0,0,0,0,0,66.6,0,4,2,0,No
Whiskey,Whiskey,93502000,0,0,0,0,0,66.6,0,4,2,0,No
Scotch,Scotch,93502100,0,0,0,0,0,66.6,0,4,2,0,No
Gin,Gin,93503000,0,0,0,0,0,66.6,0,4,2,0,Yes
Rum,Rum,93504000,0,0,0,0,0,66.6,0,4,2,0,No
Rum cooler,Rum cooler,93504100,0,10.07,0,0,0,85.74,4,7,27,0.01,No
Vodka,Vodka,93505000,0,0,0,0,0,66.6,0,4,2,0,Yes
Tequila,Tequila,93505100,0,0,0,0,0,66.6,0,4,2,0,Yes
Water,"Water, tap",94000100,0,0,0,0,0,99.9,1,0,0,0,No
Water,"Water, bottled, unsweetened",94100100,0,0,0,0,0,99.98,2,0,0,0,No
Water,"Water, bottled, sweetened, with low calorie sweetener",94100200,0,0.13,0,0,0,99.85,0,0,4,0,Yes
Water,"Water, bottled, flavored (Capri Sun Roarin' Waters)",94100300,0,4.5,0,0,0,94.44,3,0,0,0.25,Yes
Water,"Water, bottled, flavored (Propel Water)",94210100,0,1.14,0,0,0,98.78,0,25,16,0,No
Water,"Water, bottled, flavored (Glaceau Vitamin Water)",94210200,0,5.49,0,0,0,94.44,3,0,0,0.25,Yes
Water,"Water, bottled, flavored (SoBe Life Water)",94210300,0,1.25,0,0,0,98.75,0,0,8,0.25,Yes
Water,"Water, bottled, flavored, sugar free (Glaceau Vitamin Water)",94220215,0,0,0,0,0,99.17,0,0,148,1.02,Yes
Water,"Water, bottled, flavored, sugar free (SoBe)",94220310,0,0,0,0,0,99.89,1,0,10,0.17,Yes
Water,"Water, baby, bottled, unsweetened",94300100,0,0,0,0,0,99.9,0,0,0,0,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Boost)",95101000,0,17.3,4,1.3,4.22,75.82,42,127,245,0.89,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Boost Plus)",95101010,0,17.29,4,1.2,5.38,71.1,38,115,138,0.81,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)",95102000,0,12.95,9,0.1,5.52,78.29,40,145,261,0.71,Yes
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Ensure)",95103000,0,16.88,2,0,3.8,76.2,42,105,156,0.63,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Ensure Plus)",95103010,0,19.88,2,0,5.16,69.84,40,79,175,0.6,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)",95104000,0,11.88,2,2.2,4.4,79.74,44,110,176,0.66,Yes
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Kellogg's Special K Protein)",95105000,0,9.2,4,1.7,3.2,84.5,39,113,168,0.7,Yes
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Muscle Milk)",95106000,0,2.28,2,0.2,5.87,89,20,101,198,0.69,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, light (Muscle Milk)",95106010,0,2.1,1,0.2,4.78,91.51,28,67,80,0.4,No
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Slim Fast)",95110000,0,7.74,3,1.6,3.32,85.69,45,161,193,0.68,Yes
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, sugar free (Slim Fast)",95110010,0,7.74,3,1.6,3.32,85.69,45,161,193,0.68,No
Nutritional drink or shake,"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast)",95110020,0,0.85,4,0.4,6.59,88.57,44,136,179,0.6,Yes
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, NFS",95120000,0,16.88,2,0,3.8,76.2,42,105,156,0.63,Yes
Nutritional drink or shake,"Nutritional drink or shake, high protein, ready-to-drink, NFS",95120010,0,0.85,4,0.4,6.59,88.57,44,136,179,0.6,Yes
Nutritional drink or shake,"Nutritional drink or shake, high protein, light, ready-to-drink, NFS",95120020,0,17.29,4,1.2,5.38,71.1,38,115,138,0.81,Yes
Nutritional drink or shake,"Nutritional drink or shake, liquid, soy-based",95120050,0,17.29,4,1.2,5.38,71.1,38,115,138,0.81,No
Nutritional powder mix (Carnation Instant Breakfast),Nutritional powder mix (Carnation Instant Breakfast),95201000,0,66.2,12,0.4,19.9,7.4,228,427,947,1.71,No
Nutritional powder mix,"Nutritional powder mix, sugar free (Carnation Instant Breakfast)",95201010,0,41,44,2,35.8,7.4,410,500,1705,3.1,No
Nutritional powder mix (EAS Whey Protein Powder),Nutritional powder mix (EAS Whey Protein Powder),95201200,0,17.95,205,0,66.67,6.61,181,643,564,2.27,Yes
Nutritional powder mix (EAS Soy Protein Powder),Nutritional powder mix (EAS Soy Protein Powder),95201300,0,43.94,0,0,47.62,2.83,22,441,714,0,No
Nutritional powder mix,"Nutritional powder mix, high protein (Herbalife)",95201500,0,20.38,0,0,53.57,8.3,500,1429,1000,6.43,No
Nutritional powder mix (Isopure),Nutritional powder mix (Isopure),95201600,0,29.07,12,0,58.14,0.86,233,581,872,3.49,Yes
Nutritional powder mix (Kellogg's Special K20 Protein Water),Nutritional powder mix (Kellogg's Special K20 Protein Water),95201700,0,58.4,4,37.5,35.2,3.95,7,69,490,8.3,Yes
Nutritional powder mix (Muscle Milk),Nutritional powder mix (Muscle Milk),95202000,0,18.5,21,7.1,45.71,15,200,643,1129,3,No
Nutritional powder mix,"Nutritional powder mix, light (Muscle Milk)",95202010,0,22,10,2,50,12,280,700,840,4.2,No
Nutritional powder mix (Slim Fast),Nutritional powder mix (Slim Fast),95210000,0,73.92,5,18.1,8.13,1.99,385,385,247,8.08,Yes
Nutritional powder mix,"Nutritional powder mix, sugar free (Slim Fast)",95210010,0,73.92,5,18.1,8.13,1.99,385,385,247,8.08,Yes
Nutritional powder mix,"Nutritional powder mix, high protein (Slim Fast)",95210020,0,50,6,18.2,27.87,5.4,473,563,752,8.07,No
Nutritional powder mix,"Nutritional powder mix, NFS",95220000,0,66.2,12,0.4,19.9,7.4,228,427,947,1.71,Yes
Nutritional powder mix,"Nutritional powder mix, high protein, NFS",95220010,0,20.38,0,0,53.57,8.3,500,1429,1000,6.43,Yes
Nutritional powder mix,"Nutritional powder mix, whey based, NFS",95230000,0,6.25,16,3.1,78.13,3.44,195,1321,500,2.45,Yes
Nutritional powder mix,"Nutritional powder mix, protein, soy based, NFS",95230010,0,28.89,0,6.7,55.56,4.13,64,1272,933,0,Yes
Nutritional powder mix,"Nutritional powder mix, protein, light, NFS",95230020,0,22,10,2,50,12,280,700,840,4.2,No
Nutritional powder mix,"Nutritional powder mix, protein, NFS",95230030,0,6.25,16,3.1,78.13,3.44,195,1321,500,2.45,No
Energy drink (Full Throttle),Energy drink (Full Throttle),95310200,0,12.08,0,0,0.25,87.3,3,0,3,0.25,No
Energy drink (Monster),Energy drink (Monster),95310400,0,11.28,0,0,0.47,88.05,0,0,2,2.57,Yes
Energy drink (Mountain Dew AMP),Energy drink (Mountain Dew AMP),95310500,0,12.08,0,0,0.25,87.3,3,17,3,0.6,No
Energy drink (No Fear),Energy drink (No Fear),95310550,0,15,0,0,0.42,84.52,0,0,10,2.5,No
Energy drink (No Fear Motherload),Energy drink (No Fear Motherload),95310555,0,15,0,0,0.42,84.52,0,0,10,2.5,Yes
Energy drink (NOS),Energy drink (NOS),95310560,0,11.25,0,0,0,88.45,0,0,0,2.5,Yes
Energy drink (Red Bull),Energy drink (Red Bull),95310600,0,10.23,0,0,0.46,89.22,19,0,3,1.97,No
Energy drink (Rockstar),Energy drink (Rockstar),95310700,0,12.7,0,0,0.34,87.08,0,0,6,3.77,No
Energy drink (SoBe Energize Energy Juice Drink),Energy drink (SoBe Energize Energy Juice Drink),95310750,0,11.27,0,0,0,88.45,0,0,4,0,Yes
Energy drink (Vault),Energy drink (Vault),95310800,0,12.99,0,0,0,86.73,3,0,3,0,Yes
Energy Drink,Energy Drink,95311000,0,10.23,0,0,0.46,89.22,19,0,3,1.97,No
Energy drink,"Energy drink, low calorie (Monster)",95312400,0,1.38,0,0,0,98.35,0,0,0,2.5,Yes
Energy drink,"Energy drink, sugar free (Monster)",95312410,0,1.38,0,0,0,98.35,0,0,0,2.5,Yes
Energy drink,"Energy drink, sugar free (Mountain Dew AMP)",95312500,0,1.03,0,0,0,98.35,3,17,2,0.25,Yes
Energy drink,"Energy drink, sugar free (No Fear)",95312550,0,0.42,0,0,0.42,99.11,0,0,0,2.5,Yes
Energy drink,"Energy drink, sugar-free (NOS)",95312555,0,1.03,0,0,0,98.35,0,0,0,2.5,No
Energy drink (Ocean Spray Cran-Energy Juice Drink),Energy drink (Ocean Spray Cran-Energy Juice Drink),95312560,0,3.75,0,0,0,96.18,2,1,0,1.25,No
Energy drink,"Energy drink, sugar-free (Red Bull)",95312600,0,0.7,0,0,0.25,98.35,3,0,3,1.99,No
Energy drink,"Energy drink, sugar free (Rockstar)",95312700,0,0.7,0,0,0.25,98.35,3,0,3,2.5,Yes
Energy drink,"Energy drink, sugar free (Vault)",95312800,0,0.7,0,0,0.25,98.35,3,0,3,0,No
Energy drink (XS),Energy drink (XS),95312900,0,0.7,0,0,0.25,98.35,3,0,3,1.99,No
Energy drink (XS Gold Plus),Energy drink (XS Gold Plus),95312905,0,0.7,0,0,0.25,98.35,3,0,3,1.99,Yes
Energy drink,"Energy drink, sugar free",95313200,0,0.7,0,0,0.25,98.35,3,0,3,2.24,Yes
Sports drink (Gatorade G),Sports drink (Gatorade G),95320200,0,6.43,0,0,0,93.38,0,10,15,0,No
Sports drink (Powerade),Sports drink (Powerade),95320500,0,7.84,0,0,0,91.91,0,1,18,0.91,No
Sports drink,"Sports drink, NFS",95321000,0,6.43,0,0,0,93.38,0,10,15,0,Yes
Sports drink,"Sports drink, low calorie (Gatorade G2)",95322200,0,1.94,0,0,0.05,97.94,0,7,13,0,Yes
Sports drink,"Sports drink, low calorie (Powerade Zero)",95322500,0,0.14,0,0,0,99.35,0,0,10,0.25,No
Sports drink,"Sports drink, low calorie",95323000,0,1.94,0,0,0.05,97.94,0,7,13,0,Yes
Fluid replacement,"Fluid replacement, electrolyte solution",95330100,0,2.45,0,0,0,96.44,1,10,77,0,Yes
Fluid replacement,"Fluid replacement, 5% glucose in water",95330500,0,0.12,0,0,0,99.73,1,0,4,0,Yes
Fruit juice,"Fruit juice, acai blend",95342000,46,12.83,0,1.2,0.83,84.88,11,13,130,3.4,Yes
Cheese as ingredient in sandwiches,Cheese as ingredient in sandwiches,99991400,0,4.32,90,0,20.76,40.65,29,604,148,1.54,No
Breakfast meat as ingredient in omelet,Breakfast meat as ingredient in omelet,99992230,0,1.61,77,0,20.81,56.11,21,245,367,0.79,No
Fish fillet,"Fish fillet, fried as ingredient in sandwiches",99992610,0,8.18,60,0.3,18.11,63.3,25,250,310,1.71,No
Breading or batter as ingredient in food,Breading or batter as ingredient in food,99995000,0,39.64,19,1.6,6.32,51.53,14,79,71,0.08,Yes
Wheat bread as ingredient in sandwiches,Wheat bread as ingredient in sandwiches,99995130,0,45.42,0,5.4,11.4,36.95,56,166,189,0,No
